        cell	       shift	        dist	          Na	           K	          Mg	          Ca	         Alk	          pH	
  2.0000e+00	  7.0000e+01	  4.8000e+00	  1.0071e-01	  5.7078e-02	  3.4272e-02	  1.3740e+00	  2.8244e+00	  7.6152e+00	
  3.0000e+00	  7.0000e+01	  8.0000e+00	  1.0241e-01	  7.4077e-02	  1.1678e-01	  1.2806e+00	  2.8212e+00	  7.6467e+00	
  4.0000e+00	  7.0000e+01	  1.1200e+01	  1.0556e-01	  1.0182e-01	  2.4997e-01	  1.1294e+00	  2.8161e+00	  7.7027e+00	
  5.0000e+00	  7.0000e+01	  1.4400e+01	  1.1263e-01	  1.5314e-01	  4.5050e-01	  8.9436e-01	  2.8055e+00	  7.8070e+00	
  6.0000e+00	  7.0000e+01	  1.7600e+01	  1.2598e-01	  2.2169e-01	  6.0518e-01	  6.8926e-01	  2.7865e+00	  7.9245e+00	
  7.0000e+00	  7.0000e+01	  2.0800e+01	  1.4983e-01	  2.9793e-01	  6.5778e-01	  5.6992e-01	  2.7532e+00	  8.0128e+00	
  8.0000e+00	  7.0000e+01	  2.4000e+01	  1.8972e-01	  3.6938e-01	  6.3758e-01	  5.0762e-01	  2.6995e+00	  8.0707e+00	
  9.0000e+00	  7.0000e+01	  2.7200e+01	  2.5031e-01	  4.2437e-01	  5.8477e-01	  4.6415e-01	  2.6225e+00	  8.1204e+00	
  1.0000e+01	  7.0000e+01	  3.0400e+01	  3.2836e-01	  4.5643e-01	  5.2223e-01	  4.2393e-01	  2.5271e+00	  8.1736e+00	
  1.1000e+01	  7.0000e+01	  3.3600e+01	  3.9711e-01	  4.6893e-01	  4.7118e-01	  3.9190e-01	  2.4422e+00	  8.2208e+00	
  1.3000e+01	  7.0000e+01	  3.6800e+01	  4.6555e-01	  4.6429e-01	  4.2186e-01	  3.5988e-01	  2.3433e+00	  8.2740e+00	
  1.4000e+01	  7.0000e+01	  4.0000e+01	  6.0855e-01	  4.2614e-01	  3.4341e-01	  3.0522e-01	  2.1820e+00	  8.3743e+00	
  1.5000e+01	  7.0000e+01	  4.3200e+01	  9.0704e-01	  3.4241e-01	  2.3347e-01	  2.2077e-01	  2.0079e+00	  8.5516e+00	
  1.6000e+01	  7.0000e+01	  4.6400e+01	  1.3243e+00	  2.4867e-01	  1.4157e-01	  1.4237e-01	  1.9908e+00	  8.7567e+00	
  1.7000e+01	  7.0000e+01	  4.9600e+01	  1.7048e+00	  1.9757e-01	  1.0289e-01	  1.0628e-01	  2.1707e+00	  8.8605e+00	
  1.8000e+01	  7.0000e+01	  5.2800e+01	  2.0669e+00	  1.8208e-01	  9.4458e-02	  9.6827e-02	  2.4816e+00	  8.8505e+00	
  1.9000e+01	  7.0000e+01	  5.6000e+01	  2.5132e+00	  1.8303e-01	  9.9088e-02	  9.8561e-02	  2.9416e+00	  8.7727e+00	
  2.0000e+01	  7.0000e+01	  5.9200e+01	  3.2170e+00	  1.9572e-01	  1.1579e-01	  1.0888e-01	  3.7121e+00	  8.6327e+00	
  2.1000e+01	  7.0000e+01	  6.2400e+01	  4.9009e+00	  2.3409e-01	  1.6848e-01	  1.3999e-01	  5.6011e+00	  8.3588e+00	
